,zona,quartos,area,preco
38,leste,1,40,1200
39,leste,3,420,10000
40,leste,1,583,14000
41,leste,2,120,2300
42,leste,2,100,2100
43,leste,3,200,4800
44,leste,4,200,3000
45,leste,3,300,3800
46,leste,5,200,4000
47,leste,2,250,4800
0,leste,,190,8000
1,leste,3,160,3000
2,leste,5,500,8200
3,leste,2,60,1400
4,leste,3,140,5000
5,leste,4,400,6200
6,leste,,,1500
7,leste,,,10000
8,leste,2,150,2300
9,leste,2,100,2200
10,leste,4,400,5500
11,leste,,,2350
12,leste,2,220,3500
13,leste,,684,12000
14,leste,3,180,8500
15,leste,1,72,1450
16,leste,3,240,5000
17,leste,4,290,3300
18,leste,2,100,2300
19,leste,4,500,16500
20,leste,10,400,9000
21,leste,,150,1500
22,leste,3,180,2800
23,leste,3,115,2000
24,leste,2,120,1650
25,leste,2,41,1005
26,leste,3,350,3950
27,leste,1,80,1200
28,leste,1,220,2000
29,leste,15,303,15000
30,leste,3,250,4500
31,leste,,,4000
32,leste,,,1100
33,leste,3,220,2700
34,leste,3,120,2300
35,leste,2,75,1500
36,leste,4,230,6500
37,leste,3,250,6000
38,leste,3,110,2200
39,leste,3,200,3000
40,leste,3,273,7500
41,leste,3,276,8000
42,leste,3,500,7500
43,leste,3,260,3500
44,leste,,250,6970
45,leste,2,140,2200
46,leste,3,163,3415
47,leste,1,40,2000
0,leste,4,250,3800
1,leste,2,100,2300
2,leste,,150,2700
3,leste,1,50,700
4,leste,2,90,2000
5,leste,2,41,1005
6,leste,3,210,4500
7,leste,,360,8000
8,leste,,80,3000
9,leste,3,120,4500
10,leste,3,228,3900
11,leste,2,75,2500
12,leste,2,120,2200
13,leste,3,84,2300
14,leste,5,159,4000
15,leste,3,220,2800
16,leste,4,300,3500
17,leste,3,150,3500
18,leste,4,290,3300
19,leste,3,85,2500
20,leste,3,132,3700
21,leste,2,110,3000
22,leste,3,420,10000
23,leste,3,170,1800
24,leste,,110,3300
25,leste,,260,8000
26,leste,,145,4000
27,leste,2,150,3500
28,leste,2,60,1600
29,leste,3,250,5000
30,leste,4,230,7000
31,leste,3,440,4900
32,leste,3,300,6500
33,leste,5,180,3500
34,leste,,,5250
35,leste,4,150,5000
36,leste,,500,8200
37,leste,3,250,3505
38,leste,2,41,1005
39,leste,2,80,1400
40,leste,3,222,4500
41,leste,3,120,4000
42,leste,3,161,4000
43,leste,5,520,10000
44,leste,3,125,2600
45,leste,3,250,5000
46,leste,3,130,2700
47,leste,2,62,1500
0,leste,2,70,1800
1,leste,3,247,4000
2,leste,3,350,4500
3,leste,1,45,1200
4,leste,4,360,16000
5,leste,4,350,4500
6,leste,3,300,4250
7,leste,2,180,4000
8,leste,,500,8300
9,leste,2,300,3000
10,leste,2,200,3500
11,leste,,125,1500
12,leste,2,85,2200
13,leste,2,60,1250
14,leste,3,99,3500
15,leste,3,125,2300
16,leste,,690,12000
17,leste,5,350,11000
18,leste,1,75,1400
19,leste,,120,3500
20,leste,,290,7500
21,leste,3,90,2300
22,leste,2,200,2700
23,leste,2,109,2200
24,leste,4,250,3500
25,leste,2,120,1600
26,leste,2,156,1700
27,leste,2,130,3500
28,leste,3,82,2200
29,leste,3,150,5000
30,leste,2,90,1900
31,leste,2,111,2500
32,leste,3,300,5000
33,leste,,150,3500
34,leste,3,500,6000
35,leste,1,15,800
36,leste,,304,6000
37,leste,3,367,5000
38,leste,,159,4000
39,leste,,500,8300
40,leste,3,125,2300
41,leste,2,200,3400
42,leste,3,180,3500
43,leste,2,110,2500
44,leste,3,300,3500
45,leste,3,300,6000
46,leste,3,264,2600
47,leste,,188,7000
0,leste,2,350,3000
1,leste,5,190,4900
2,leste,3,300,5000
3,leste,4,180,3300
4,leste,4,450,6000
5,leste,2,75,1650
6,leste,,250,2600
7,leste,,120,2000
8,leste,1,53,700
9,leste,1,45,850
10,leste,4,290,3500
11,leste,2,160,2050
12,leste,6,800,6500
13,leste,3,210,3500
14,leste,5,432,11000
15,leste,5,400,5000
16,leste,3,150,2400
17,leste,3,172,2300
18,leste,3,155,2700
19,leste,,,1150
20,leste,,,5250
21,leste,2,201,6500
22,leste,3,170,3500
23,leste,2,190,3500
24,leste,3,200,8000
25,leste,3,120,3500
26,leste,1,35,700
27,leste,1,50,750
28,leste,,450,6500
29,leste,4,170,3300
30,leste,1,30,1300
31,leste,,,4000
32,leste,4,180,3300
33,leste,1,60,850
34,leste,2,270,2950
35,leste,,,2000
36,leste,2,156,1700
37,leste,3,147,3000
38,leste,,600,12000
39,leste,3,500,6000
40,leste,5,360,7000
41,leste,4,300,4000
42,leste,3,164,4500
43,leste,3,130,3500
44,leste,3,113,2490
45,leste,3,120,4000
46,leste,3,180,2800
47,leste,3,280,3000
0,leste,,120,3300
1,leste,3,111,2600
2,leste,,350,8000
3,leste,2,265,2000
4,leste,3,150,2700
5,leste,3,150,7000
6,leste,2,57,1500
7,leste,,80,2500
8,leste,4,250,2200
9,leste,3,200,3900
10,leste,3,446,8500
11,leste,4,280,4300
12,leste,3,151,7000
13,leste,2,160,1800
14,leste,2,125,1500
15,leste,3,150,3500
16,leste,,250,5000
17,leste,3,250,5000
18,leste,2,180,4800
19,leste,,160,3000
20,leste,3,175,7500
21,leste,,300,12000
22,leste,1,30,1200
23,leste,3,300,3000
24,leste,4,240,5000
25,leste,3,168,2800
26,leste,3,263,2900
27,leste,3,120,2500
28,leste,2,110,2000
29,leste,3,204,3085
30,leste,2,126,3000
31,leste,1,50,1100
32,leste,3,250,6500
33,leste,,260,6900
34,leste,2,170,2500
35,leste,3,250,2000
36,leste,3,190,2700
37,leste,1,45,1300
38,leste,3,230,3500
39,leste,6,359,3800
40,leste,5,1000,26000
41,leste,2,150,2000
42,leste,3,360,9500
43,leste,2,100,1100
44,leste,3,113,2490
45,leste,,,4500
46,leste,,168,6500
47,leste,3,222,4500
0,leste,3,250,13000
1,leste,3,100,3800
2,leste,2,160,2300
3,leste,3,110,2500
4,leste,8,520,8000
5,leste,3,140,2450
6,leste,1,60,1400
7,leste,,392,30000
8,leste,3,250,3500
9,leste,4,200,3600
10,leste,2,100,3500
11,leste,,,2800
12,leste,3,270,7500
13,leste,3,300,7000
14,leste,,240,3800
15,leste,3,208,3000
16,leste,2,80,1800
17,leste,3,214,4500
18,leste,2,139,2500
19,leste,4,203,4700
20,leste,3,133,2600
21,leste,3,220,6000
22,leste,2,10,1100
23,leste,2,124,1950
24,leste,3,130,2500
25,leste,,180,3300
26,leste,2,85,2100
27,leste,,270,12000
28,leste,,,1200
29,leste,2,80,2200
30,leste,,750,12000
31,leste,1,200,2300
32,leste,3,196,3000
33,leste,3,480,9000
34,leste,4,300,6200
35,leste,3,102,3700
36,leste,,,2300
37,leste,8,353,6800
38,leste,,400,8350
39,leste,2,80,3000
40,leste,3,160,4000
41,leste,3,290,3350
42,leste,5,301,6500
43,leste,2,50,2200
44,leste,2,100,1750
45,leste,3,250,7500
46,leste,3,150,2500
47,leste,3,120,4000
0,leste,2,160,2150
1,leste,3,250,4500
2,leste,,120,3300
3,leste,4,378,8000
4,leste,3,150,3200
5,leste,3,93,2000
6,leste,4,253,6000
7,leste,3,200,4000
8,leste,3,240,3200
9,leste,3,570,19000
10,leste,3,280,4220
11,leste,2,120,2400
12,leste,4,150,2900
13,leste,3,200,2300
14,leste,,,1600
15,leste,3,250,4800
16,leste,2,550,5000
17,leste,4,320,5000
18,leste,3,350,5000
19,leste,2,60,1200
20,leste,2,60,1600
21,leste,1,400,5500
22,leste,3,164,4500
23,leste,2,60,1350
24,leste,1,65,1900
25,leste,4,500,12000
26,leste,3,150,3200
27,leste,3,150,2500
28,leste,3,250,4000
29,leste,4,307,9000
30,leste,4,309,7000
31,leste,3,150,2800
32,leste,3,210,4000
33,leste,3,280,3000
34,leste,3,260,3500
35,leste,1,50,1375
36,leste,3,222,4500
37,leste,3,120,2500
38,leste,2,130,1800
39,leste,6,180,3300
40,leste,5,500,6800
41,leste,,240,2800
42,leste,5,732,7000
43,leste,5,665,20000
44,leste,2,120,3000
45,leste,3,330,2500
46,leste,3,130,2200
47,leste,3,104,5000
0,leste,2,60,1000
1,leste,1,50,850
2,leste,2,150,1400
3,leste,2,80,1700
4,leste,2,220,2100
5,leste,2,120,3000
6,leste,,370,8900
7,leste,4,378,8000
8,leste,3,200,3000
9,leste,4,330,6000
10,leste,3,600,3800
11,leste,,650,15000
12,leste,3,88,2800
13,leste,2,122,3000
14,leste,4,400,8000
15,leste,3,165,4500
16,leste,3,173,4000
17,leste,4,230,4200
18,leste,4,240,3600
19,leste,2,110,2300
20,leste,3,250,4300
21,leste,3,168,4250
22,leste,3,320,4200
23,leste,,150,3400
24,leste,5,284,5500
25,leste,3,197,3000
26,leste,4,200,7000
27,leste,1,33,1500
28,leste,3,233,5500
29,leste,3,350,7000
30,leste,3,150,3800
31,leste,3,300,4500
32,leste,3,190,5500
33,leste,2,450,8000
34,leste,,338,5000
35,leste,3,180,5500
36,leste,,246,6000
37,leste,2,70,1000
38,leste,1,32,1250
39,leste,5,116,3000
40,leste,3,253,4300
41,leste,3,230,6000
42,leste,,200,2500
43,leste,3,85,1800
44,leste,,154,2500
45,leste,3,129,4200
46,leste,,500,8000
47,leste,,400,15000
0,leste,3,325,5900
1,leste,3,230,3700
2,leste,3,110,2500
3,leste,2,110,2200
4,leste,4,300,4300
5,leste,6,359,4000
6,leste,6,600,7000
7,leste,1,50,900
8,leste,,219,8500
9,leste,2,90,2000
10,leste,3,220,4500
11,leste,,250,5000
12,leste,2,160,1700
13,leste,4,189,7500
14,leste,2,60,2500
15,leste,,120,3500
16,leste,,180,3300
17,leste,4,250,3500
18,leste,1,35,1500
19,leste,,258,8500
20,leste,3,224,5500
21,leste,3,165,7000
22,leste,3,400,3500
23,leste,3,230,5000
24,leste,2,400,3500
25,leste,3,146,2900
26,leste,4,190,3000
27,leste,,400,6000
28,leste,3,170,2600
29,leste,2,120,3000
30,leste,4,232,5500
31,leste,3,72,2400
32,leste,3,102,3000
33,leste,,300,5500
34,leste,3,267,8000
35,leste,3,20,3200
36,leste,2,64,2000
37,leste,3,130,3500
38,leste,4,500,6000
39,leste,7,400,7000
40,leste,3,120,4000
41,leste,3,420,10000
42,leste,,800,18000
43,leste,5,500,6900
44,leste,3,172,4800
45,leste,4,452,8500
46,leste,3,300,7000
47,leste,5,360,10000
0,leste,5,560,8000
1,leste,4,298,6000
2,leste,3,480,15000
3,leste,7,900,13000
4,leste,3,220,4000
5,leste,2,115,2300
6,leste,3,250,5000
7,leste,4,240,8500
8,leste,2,140,2600
9,leste,1,60,1100
10,leste,2,52,2000
11,leste,1,40,700
12,leste,,,1900
13,leste,3,150,2000
14,leste,1,78,1500
15,leste,,30,2500
16,leste,2,125,1512
17,leste,4,357,8000
18,leste,3,324,5000
19,leste,,400,5300
20,leste,,244,4500
21,leste,2,100,2400
22,leste,,140,5500
23,leste,3,140,2600
24,leste,5,520,8000
25,leste,2,114,1900
26,leste,2,95,2000
27,leste,2,74,1400
28,leste,,,1100
29,leste,3,240,6000
30,leste,3,150,5500
31,leste,3,147,4000
32,leste,4,300,5500
33,leste,4,456,7000
34,leste,3,150,4500
35,leste,1,55,800
36,leste,2,200,2000
37,leste,3,126,2500
38,leste,4,200,2600
39,leste,2,60,1350
40,leste,3,450,6000
41,leste,1,42,980
42,leste,,,3500
43,leste,2,100,2405
44,leste,2,150,1800
45,leste,3,117,2600
46,leste,,,1800
47,leste,2,99,1700
0,leste,5,450,17000
1,leste,3,700,15000
2,leste,3,147,3500
3,leste,5,432,11000
4,leste,2,100,1600
5,leste,2,70,1700
6,leste,,,2000
7,leste,2,150,4500
8,leste,4,180,4500
9,leste,,350,10000
10,leste,,320,3900
11,leste,3,113,2990
12,leste,,,1100
13,leste,3,289,4900
14,leste,3,200,3000
15,leste,2,155,5900
16,leste,,,2200
17,leste,4,320,5500
18,leste,3,176,3800
19,leste,1,120,1500
20,leste,4,381,5500
21,leste,4,315,10000
22,leste,2,150,2500
23,leste,3,300,3000
24,leste,3,140,2500
25,leste,4,180,4000
26,leste,3,150,2500
27,leste,2,120,2650
28,leste,,100,4000
29,leste,2,60,900
30,leste,3,160,2550
31,leste,,408,12000
32,leste,,80,2600
33,leste,,,1100
34,leste,1,50,850
35,leste,3,84,2200
36,leste,4,520,8000
37,leste,3,280,5000
38,leste,4,180,5000
39,leste,2,100,3500
40,leste,5,450,14000
41,leste,4,298,5500
42,leste,1,70,1120
43,leste,2,73,1200
44,leste,2,145,1550
45,leste,1,30,700
46,leste,1,100,1500
47,leste,,,800
0,leste,3,82,1950
1,leste,1,50,700
2,leste,1,250,2300
3,leste,,,1200
4,leste,3,150,2000
5,leste,1,50,900
6,leste,2,130,1400
7,leste,1,42,980
8,leste,,140,3800
9,leste,2,64,2000
10,leste,3,110,2200
11,leste,2,120,4500
12,leste,3,180,2500
13,leste,2,60,1500
14,leste,2,120,2500
15,leste,1,240,2800
16,leste,4,399,7000
17,leste,3,240,4000
18,leste,1,80,1100
19,leste,3,150,2500
20,leste,1,45,1100
21,leste,6,1200,25000
22,leste,2,300,3000
23,leste,2,60,1000
24,leste,3,147,1790
25,leste,3,140,2700
26,leste,3,300,4500
27,leste,3,142,2300
28,leste,3,164,4500
29,leste,3,200,3500
30,leste,3,112,3700
31,leste,3,215,4500
32,leste,2,433,8000
33,leste,1,105,5000
34,leste,3,230,4000
35,leste,,317,2500
36,leste,3,150,8000
37,leste,3,142,2550
38,leste,4,200,5500
39,leste,5,450,14000
40,leste,2,135,1600
41,leste,1,80,1500
42,leste,2,10,1200
43,leste,2,80,2700
44,leste,1,15,400
45,leste,,180,15000
46,leste,3,280,4000
47,leste,3,280,6000
0,leste,4,360,5500
1,leste,2,90,1950
2,leste,5,700,6000
3,leste,2,80,1300
4,leste,,,850
5,leste,2,120,2300
6,leste,2,120,2650
7,leste,,,500
8,leste,1,45,800
9,leste,3,150,3200
10,leste,,132,2900
11,leste,4,200,3300
12,leste,2,160,2500
13,leste,2,80,1700
14,leste,,,950
15,leste,3,176,3800
16,leste,,200,3600
17,leste,4,400,5000
18,leste,3,120,2300
19,leste,2,92,1400
20,leste,1,40,770
21,leste,3,200,5000
22,leste,2,80,1100
23,leste,3,90,2500
24,leste,3,233,4500
25,leste,,150,4000
26,leste,1,60,1100
27,leste,2,75,1200
28,leste,3,168,3300
29,leste,,,1150
30,leste,1,80,1200
31,leste,,586,7000
32,leste,,110,3000
33,leste,5,700,6000
34,leste,,70,4000
35,leste,3,360,2800
36,leste,3,163,2400
37,leste,5,700,8000
38,leste,4,300,4000
39,leste,3,178,3800
40,leste,,120,3500
41,leste,7,900,13000
42,leste,3,230,4000
43,leste,3,223,4000
44,leste,2,10,900
45,leste,3,208,3150
46,leste,3,150,3200
47,leste,3,176,3800
0,oeste,3,204,2900
1,oeste,2,90,1899
2,oeste,1,42,950
3,oeste,4,600,26500
4,oeste,,400,7000
5,oeste,,150,7000
6,oeste,1,42,1000
7,oeste,3,230,7000
8,oeste,1,16,450
9,oeste,5,400,7000
10,oeste,3,180,9500
11,oeste,,20,500
12,oeste,10,250,15000
13,oeste,1,40,1250
14,oeste,1,32,800
15,oeste,2,120,1700
16,oeste,1,25,600
17,oeste,1,125,1200
18,oeste,1,40,800
19,oeste,3,60,900
20,oeste,1,30,800
21,oeste,1,55,900
22,oeste,3,200,2800
23,oeste,3,180,5000
24,oeste,3,196,3800
25,oeste,4,890,55000
26,oeste,3,108,4250
27,oeste,6,815,25000
28,oeste,2,90,1200
29,oeste,1,25,600
30,oeste,1,70,900
31,oeste,1,50,750
32,oeste,,71,2500
33,oeste,3,206,2500
34,oeste,5,242,4000
35,oeste,3,140,2500
36,oeste,3,40,2300
37,oeste,3,130,2800
38,oeste,5,360,11875
39,oeste,3,285,4200
40,oeste,,230,7500
41,oeste,2,120,1200
42,oeste,2,80,2300
43,oeste,3,187,9500
44,oeste,5,360,11875
45,oeste,,700,10000
46,oeste,3,160,3000
47,oeste,,1423,30000
0,oeste,1,60,1500
1,oeste,2,110,2000
2,oeste,3,140,4500
3,oeste,2,77,3600
4,oeste,3,80,3500
5,oeste,2,70,3500
6,oeste,2,140,2800
7,oeste,4,175,3400
8,oeste,3,107,1650
9,oeste,1,50,1100
10,oeste,3,155,3500
11,oeste,3,198,6200
12,oeste,2,120,2200
13,oeste,2,433,30000
14,oeste,3,200,2600
15,oeste,4,761,12196
16,oeste,4,761,12196
17,oeste,4,202,5000
18,oeste,2,94,2500
19,oeste,2,94,2500
20,oeste,1,50,1300
21,oeste,2,80,1200
22,oeste,,74,6000
23,oeste,2,150,2000
24,oeste,3,116,2200
25,oeste,3,165,3000
26,oeste,,80,1350
27,oeste,2,50,1400
28,oeste,3,180,2500
29,oeste,2,190,2900
30,oeste,3,140,3000
31,oeste,4,600,8000
32,oeste,4,450,14500
33,oeste,4,332,10000
34,oeste,3,350,3200
35,oeste,3,220,2800
36,oeste,3,250,3200
37,oeste,2,80,2800
38,oeste,3,140,3200
39,oeste,,200,3900
40,oeste,2,80,1400
41,oeste,4,165,3500
42,oeste,6,230,4300
43,oeste,3,164,2800
44,oeste,3,280,10000
45,oeste,3,293,8500
46,oeste,5,905,17100
47,oeste,,280,7500
0,oeste,2,130,2600
1,oeste,3,150,2300
2,oeste,3,250,2800
3,oeste,,160,2800
4,oeste,3,250,10000
5,oeste,,110,8000
6,oeste,,500,10000
7,oeste,3,250,13000
8,oeste,,186,8500
9,oeste,2,100,3800
10,oeste,4,472,13000
11,oeste,3,106,6200
12,oeste,4,512,15500
13,oeste,6,230,4300
14,oeste,,400,12000
15,oeste,2,80,2800
16,oeste,2,190,2900
17,oeste,2,130,2600
18,oeste,,280,7500
19,oeste,1,30,900
20,oeste,3,220,2800
21,oeste,3,350,3200
22,oeste,3,150,2300
23,oeste,3,150,6000
24,oeste,3,250,3200
25,oeste,3,180,2500
26,oeste,3,164,2800
27,oeste,2,150,2000
28,oeste,2,50,1400
29,oeste,4,400,25000
30,oeste,4,450,20000
31,oeste,5,220,6000
32,oeste,5,905,17100
33,oeste,3,250,2800
34,oeste,3,150,6000
35,oeste,5,400,7000
36,oeste,2,60,3500
37,oeste,,400,4500
38,oeste,,74,6000
39,oeste,,695,22000
40,oeste,,200,12000
41,oeste,,407,15000
42,oeste,,600,27777
43,oeste,,160,5000
44,oeste,3,150,3500
45,oeste,3,150,8500
46,oeste,4,610,25000
47,oeste,3,200,4000
0,oeste,4,410,15000
1,oeste,4,280,6000
2,oeste,4,750,14000
3,oeste,4,400,8000
4,oeste,2,60,2100
5,oeste,2,60,2100
6,oeste,2,192,2000
7,oeste,,400,12000
8,oeste,1,174,5500
9,oeste,2,192,2000
10,oeste,,640,9500
11,oeste,,640,9500
12,oeste,3,650,14000
13,oeste,1,50,1300
14,oeste,1,50,1300
15,oeste,2,147,2650
16,oeste,2,130,2100
17,oeste,3,130,2000
18,oeste,1,150,8000
19,oeste,1,40,800
20,oeste,1,30,800
21,oeste,1,40,800
22,oeste,1,150,8000
23,oeste,2,90,1900
24,oeste,2,70,1900
25,oeste,2,110,2000
26,oeste,2,35,850
27,oeste,2,110,2000
28,oeste,3,140,4000
29,oeste,3,140,4000
30,oeste,2,120,1600
31,oeste,2,110,3500
32,oeste,1,20,600
33,oeste,1,140,4800
34,oeste,3,900,8000
35,oeste,,98,3400
36,oeste,1,20,600
37,oeste,1,140,4800
38,oeste,3,900,8000
39,oeste,4,380,10000
40,oeste,1,40,1100
41,oeste,3,230,3500
42,oeste,,200,4000
43,oeste,3,70,8500
44,oeste,1,450,980
45,oeste,,120,5500
46,oeste,3,70,8500
47,oeste,,200,4000
0,oeste,1,50,750
1,oeste,1,25,1000
2,oeste,2,100,2300
3,oeste,1,45,1350
4,oeste,1,45,1350
5,oeste,,300,8800
6,oeste,,360,13200
7,oeste,4,489,13000
8,oeste,3,480,12000
9,oeste,,396,39000
10,oeste,5,850,40000
11,oeste,4,1643,30000
12,oeste,4,470,30000
13,oeste,,396,39000
14,oeste,5,570,20000
15,oeste,4,400,15000
16,oeste,,220,14000
17,oeste,4,380,14000
18,oeste,,475,21000
19,oeste,5,700,19000
20,oeste,4,460,27000
21,oeste,4,489,13000
22,oeste,4,297,15500
23,oeste,3,200,15000
24,oeste,3,608,12000
25,oeste,3,300,12000
26,oeste,3,260,12000
27,oeste,3,900,35000
28,oeste,4,400,11000
29,oeste,,475,20000
30,oeste,4,610,19000
31,oeste,,300,12000
32,oeste,5,310,11500
33,oeste,,400,11500
34,oeste,2,60,1100
35,oeste,5,297,15500
36,oeste,4,297,15500
37,oeste,3,148,2300
38,oeste,4,330,19000
39,oeste,5,325,18000
40,oeste,4,297,15500
41,oeste,4,297,15500
42,oeste,,475,20000
43,oeste,3,500,15000
44,oeste,4,580,15000
45,oeste,3,326,13499
46,oeste,,320,12000
47,oeste,5,450,12000
0,oeste,1,10,550
1,oeste,2,244,28000
2,oeste,4,330,16500
3,oeste,,400,13000
4,oeste,1,40,1200
5,oeste,4,280,12000
6,oeste,,300,18000
7,oeste,3,329,15000
8,oeste,3,350,11500
9,oeste,,331,19000
10,oeste,,186,12000
11,oeste,,186,11000
12,oeste,02,80,2200
13,oeste,03,200,3600
14,oeste,,186,11000
15,oeste,4,186,11000
16,oeste,2,186,11000
17,oeste,4,433,7000
18,oeste,3,210,10500
19,oeste,03,200,3700
20,oeste,1,60,700
21,oeste,4,400,18000
22,oeste,2,40,950
23,oeste,4,331,14000
24,oeste,2,70,1600
25,oeste,3,340,12000
26,oeste,1,30,900
27,oeste,,320,11000
28,oeste,1,40,1200
29,oeste,1,32,730
30,oeste,,350,13000
31,oeste,4,450,15000
32,oeste,3,250,3400
33,oeste,1,20,800
34,oeste,2,100,3000
35,oeste,,400,26000
36,oeste,3,169,2400
37,oeste,1,80,2000
38,oeste,3,200,5000
39,oeste,5,450,10000
40,oeste,1,218,8000
41,oeste,2,85,2500
42,oeste,1,1,3200
43,oeste,3,130,6500
44,oeste,3,435,13000
45,oeste,3,169,2400
46,oeste,,,3500
47,oeste,1,250,5000
0,oeste,3,250,10000
1,oeste,1,220,10000
2,oeste,1,218,8000
3,oeste,1,220,10000
4,oeste,3,250,10000
5,oeste,3,130,6500
6,oeste,1,250,5000
7,oeste,1,80,2000
8,oeste,3,200,5000
9,oeste,1,1,3200
10,oeste,5,450,10000
11,oeste,3,435,13000
12,oeste,2,85,2500
13,oeste,,,3500
14,oeste,3,250,6500
15,oeste,3,170,5500
16,oeste,4,466,20000
17,oeste,,200,12000
18,oeste,1,24,300
19,oeste,1,25,550
20,oeste,1,35,850
21,oeste,2,70,1100
22,oeste,1,30,700
23,oeste,1,20,380
24,oeste,3,140,550
25,oeste,1,30,900
26,oeste,3,150,1600
27,oeste,1,40,1100
28,oeste,1,50,650
29,oeste,2,80,1100
30,oeste,2,40,750
31,oeste,1,35,900
32,oeste,1,40,750
33,oeste,1,20,300
34,oeste,1,30,700
35,oeste,2,380,750
36,oeste,1,45,700
37,oeste,5,110,2900
38,oeste,1,25,850
39,oeste,1,70,800
40,oeste,1,50,900
41,oeste,2,80,1100
42,oeste,2,100,1800
43,oeste,2,120,2400
44,oeste,1,30,730
45,oeste,2,80,1350
46,oeste,2,45,1600
47,oeste,1,39,950
0,oeste,1,30,700
1,oeste,1,60,700
2,oeste,2,60,1350
3,oeste,2,50,1500
4,oeste,2,200,3000
5,oeste,4,270,9000
6,oeste,2,147,2000
7,oeste,3,250,3200
8,oeste,4,170,3700
9,oeste,2,60,1000
10,oeste,3,230,2200
11,oeste,2,101,1750
12,oeste,1,220,600
13,oeste,2,147,2650
14,oeste,1,30,700
15,oeste,3,165,2500
16,oeste,3,185,2900
17,oeste,4,200,3500
18,oeste,2,50,800
19,oeste,1,77,1700
20,oeste,1,30,950
21,oeste,5,450,6000
22,oeste,3,120,2800
23,oeste,3,180,6800
24,oeste,1,30,730
25,oeste,3,150,2800
26,oeste,3,164,2800
27,oeste,3,350,6500
28,oeste,,150,7500
29,oeste,2,110,1840
30,oeste,4,520,12000
31,oeste,3,250,4500
32,oeste,2,90,1300
33,oeste,2,50,900
34,oeste,2,100,2000
35,oeste,5,570,20000
36,oeste,4,297,15500
37,oeste,,400,15000
38,oeste,4,450,6000
39,oeste,,87,5600
40,oeste,4,641,9000
41,oeste,,240,7500
42,oeste,,290,5500
43,oeste,3,130,3000
44,oeste,4,400,8000
45,oeste,3,450,8500
46,oeste,2,190,12000
47,oeste,3,110,2400
0,oeste,3,250,12500
1,oeste,4,150,4500
2,oeste,1,40,1300
3,oeste,2,80,2900
4,oeste,4,490,11000
5,oeste,1,50,1100
6,oeste,2,100,1890
7,oeste,,300,22000
8,oeste,4,350,6000
9,oeste,1,75,3500
10,oeste,5,300,4000
11,oeste,4,600,15000
12,oeste,1,50,500
13,oeste,4,500,6000
14,oeste,4,280,13000
15,oeste,2,99,2400
16,oeste,3,450,5000
17,oeste,4,170,5500
18,oeste,,155,2990
19,oeste,4,378,9000
20,oeste,4,400,7500
21,oeste,3,188,8000
22,oeste,3,200,12000
23,oeste,4,524,50000
24,oeste,4,359,16000
25,oeste,4,200,14500
26,oeste,4,340,5150
27,oeste,3,200,5000
28,oeste,4,500,7000
29,oeste,4,540,7800
30,oeste,4,500,9000
31,oeste,6,396,50000
32,oeste,5,300,26000
33,oeste,4,1100,35000
34,oeste,3,347,12000
35,oeste,3,180,3300
36,oeste,17,600,45000
37,oeste,,240,6000
38,oeste,4,250,7000
39,oeste,5,300,15000
40,oeste,4,361,8000
41,oeste,,130,4500
42,oeste,1,296,4400
43,oeste,4,600,25000
44,oeste,2,320,10000
45,oeste,,520,28000
46,oeste,2,195,1800
47,oeste,,240,6000
0,oeste,2,45,1500
1,oeste,1,30,700
2,oeste,1,35,1400
3,oeste,2,90,2000
4,oeste,1,46,1000
5,oeste,6,360,13200
6,oeste,1,21,1000
7,oeste,2,250,11001
8,oeste,1,30,950
9,oeste,3,130,2300
10,oeste,2,136,600000
11,oeste,3,180,2000
12,oeste,4,420,6500
13,oeste,2,65,1000
14,oeste,4,500,5000
15,oeste,,110,2000
16,oeste,,280,14200
17,oeste,2,70,1300
18,oeste,2,90,2700
19,oeste,1,30,900
20,oeste,1,40,950
21,oeste,4,300,4000
22,oeste,3,170,3000
23,oeste,03,150,2350
24,oeste,3,180,4500
25,oeste,,126,5000
26,oeste,2,80,1250
27,oeste,4,310,3800
28,oeste,2,106,1500
29,oeste,3,160,4000
30,oeste,1,30,800
31,oeste,3,120,3500
32,oeste,1,40,1100
33,oeste,2,100,2700
34,oeste,2,120,3500
35,oeste,02,100,1200
36,oeste,3,160,5000
37,oeste,4,280,5500
38,oeste,1,45,1000
39,oeste,2,150,7500
40,oeste,2,90,1800
41,oeste,4,517,25810
42,oeste,1,58,2000
43,oeste,,110,3350
44,oeste,3,230,3950
45,oeste,3,214,3000
46,oeste,3,110,2500
47,oeste,,150,3500
0,oeste,1,16,1200
1,oeste,3,294,4500
2,oeste,2,80,1200
3,oeste,2,88,2000
4,oeste,3,120,1200
5,oeste,3,250,3500
6,oeste,3,180,4000
7,oeste,2,90,2500
8,oeste,2,120,4000
9,oeste,3,100,2400
10,oeste,3,380,4000
11,oeste,3,180,3400
12,oeste,3,150,2500
13,oeste,3,380,4200
14,oeste,3,380,3500
15,oeste,4,288,6000
16,oeste,4,450,8900
17,oeste,3,171,3200
18,oeste,3,180,4000
19,oeste,3,200,3500
20,oeste,2,98,4500
21,oeste,2,150,3000
22,oeste,3,120,1700
23,oeste,4,455,7500
24,oeste,,380,6500
25,oeste,4,297,15500
26,oeste,5,492,15000
27,oeste,4,100,4500
28,oeste,,210,4000
29,oeste,3,2,6900
30,oeste,5,450,5900
31,oeste,2,200,7000
32,oeste,3,516,8000
